Book,Author,Chapter,Paragraph,TEA,CRY
Wuthering Heights,Emily Bronte,XXI,"&ldquo;But may I not write a note to tell him why I cannot come?&rdquo; she
asked, rising to her feet. &ldquo;And just send those books I promised to lend
him? His books are not as nice as mine, and he wanted to have them extremely,
when I told him how interesting they were. May I not, Ellen?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;No, indeed! no, indeed!&rdquo; replied I with decision. &ldquo;Then he
would write to you, and there&rsquo;d never be an end of it. No, Miss
Catherine, the acquaintance must be dropped entirely: so papa expects, and I
shall see that it is done.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;But how can one little note&mdash;?&rdquo; she recommenced, putting on
an imploring countenance.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;Silence!&rdquo; I interrupted. &ldquo;We&rsquo;ll not begin with your
little notes. Get into bed.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"She threw at me a very naughty look, so naughty that I would not kiss her
good-night at first: I covered her up, and shut her door, in great displeasure;
but, repenting half-way, I returned softly, and lo! there was Miss standing at
the table with a bit of blank paper before her and a pencil in her hand, which
she guiltily slipped out of sight on my entrance.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;You&rsquo;ll get nobody to take that, Catherine,&rdquo; I said,
&ldquo;if you write it; and at present I shall put out your candle.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"I set the extinguisher on the flame, receiving as I did so a slap on my hand
and a petulant &ldquo;cross thing!&rdquo; I then quitted her again, and she
drew the bolt in one of her worst, most peevish humours. The letter was
finished and forwarded to its destination by a milk-fetcher who came from the
village; but that I didn&rsquo;t learn till some time afterwards. Weeks passed
on, and Cathy recovered her temper; though she grew wondrous fond of stealing
off to corners by herself and often, if I came near her suddenly while reading,
she would start and bend over the book, evidently desirous to hide it; and I
detected edges of loose paper sticking out beyond the leaves. She also got a
trick of coming down early in the morning and lingering about the kitchen, as
if she were expecting the arrival of something; and she had a small drawer in a
cabinet in the library, which she would trifle over for hours, and whose key
she took special care to remove when she left it.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"One day, as she inspected this drawer, I observed that the playthings and
trinkets which recently formed its contents were transmuted into bits of folded
paper. My curiosity and suspicions were roused; I determined to take a peep at
her mysterious treasures; so, at night, as soon as she and my master were safe
upstairs, I searched, and readily found among my house keys one that would fit
the lock. Having opened, I emptied the whole contents into my apron, and took
them with me to examine at leisure in my own chamber. Though I could not but
suspect, I was still surprised to discover that they were a mass of
correspondence&mdash;daily almost, it must have been&mdash;from Linton
Heathcliff: answers to documents forwarded by her. The earlier dated were
embarrassed and short; gradually, however, they expanded into copious
love-letters, foolish, as the age of the writer rendered natural, yet with
touches here and there which I thought were borrowed from a more experienced
source. Some of them struck me as singularly odd compounds of ardour and
flatness; commencing in strong feeling, and concluding in the affected, wordy
style that a schoolboy might use to a fancied, incorporeal sweetheart. Whether
they satisfied Cathy I don&rsquo;t know; but they appeared very worthless trash
to me. After turning over as many as I thought proper, I tied them in a
handkerchief and set them aside, relocking the vacant drawer.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"Following her habit, my young lady descended early, and visited the kitchen: I
watched her go to the door, on the arrival of a certain little boy; and, while
the dairymaid filled his can, she tucked something into his jacket pocket, and
plucked something out. I went round by the garden, and laid wait for the
messenger; who fought valorously to defend his trust, and we spilt the milk
between us; but I succeeded in abstracting the epistle; and, threatening
serious consequences if he did not look sharp home, I remained under the wall
and perused Miss Cathy&rsquo;s affectionate composition. It was more simple and
more eloquent than her cousin&rsquo;s: very pretty and very silly. I shook my
head, and went meditating into the house. The day being wet, she could not
divert herself with rambling about the park; so, at the conclusion of her
morning studies, she resorted to the solace of the drawer. Her father sat
reading at the table; and I, on purpose, had sought a bit of work in some
unripped fringes of the window-curtain, keeping my eye steadily fixed on her
proceedings. Never did any bird flying back to a plundered nest, which it had
left brimful of chirping young ones, express more complete despair, in its
anguished cries and flutterings, than she by her single &ldquo;Oh!&rdquo; and
the change that transfigured her late happy countenance. Mr. Linton looked up.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;What is the matter, love? Have you hurt yourself?&rdquo; he said.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"His tone and look assured her <i>he</i> had not been the discoverer of the
hoard.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;No, papa!&rdquo; she gasped. &ldquo;Ellen! Ellen! come
upstairs&mdash;I&rsquo;m sick!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"I obeyed her summons, and accompanied her out.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;Oh, Ellen! you have got them,&rdquo; she commenced immediately, dropping
on her knees, when we were enclosed alone. &ldquo;Oh, give them to me, and
I&rsquo;ll never, never do so again! Don&rsquo;t tell papa. You have not told
papa, Ellen? say you have not? I&rsquo;ve been exceedingly naughty, but I
won&rsquo;t do it any more!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,With a grave severity in my manner I bade her stand up.,0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;So,&rdquo; I exclaimed, &ldquo;Miss Catherine, you are tolerably far on,
it seems: you may well be ashamed of them! A fine bundle of trash you study in
your leisure hours, to be sure: why, it&rsquo;s good enough to be printed! And
what do you suppose the master will think when I display it before him? I
hav&rsquo;n&rsquo;t shown it yet, but you needn&rsquo;t imagine I shall keep
your ridiculous secrets. For shame! and you must have led the way in writing
such absurdities: he would not have thought of beginning, I&rsquo;m
certain.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;I didn&rsquo;t! I didn&rsquo;t!&rdquo; sobbed Cathy, fit to break her
heart. &ldquo;I didn&rsquo;t once think of loving him till&mdash;&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;<i>Loving</i>!&rdquo; cried I, as scornfully as I could utter the word.
&ldquo;<i>Loving</i>! Did anybody ever hear the like! I might just as well talk
of loving the miller who comes once a year to buy our corn. Pretty loving,
indeed! and both times together you have seen Linton hardly four hours in your
life! Now here is the babyish trash. I&rsquo;m going with it to the library;
and we&rsquo;ll see what your father says to such <i>loving</i>.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"She sprang at her precious epistles, but I held them above my head; and then
she poured out further frantic entreaties that I would burn them&mdash;do
anything rather than show them. And being really fully as much inclined to
laugh as scold&mdash;for I esteemed it all girlish vanity&mdash;I at length
relented in a measure, and asked,&mdash;&ldquo;If I consent to burn them, will
you promise faithfully neither to send nor receive a letter again, nor a book
(for I perceive you have sent him books), nor locks of hair, nor rings, nor
playthings?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;We don&rsquo;t send playthings,&rdquo; cried Catherine, her pride
overcoming her shame.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;Nor anything at all, then, my lady?&rdquo; I said. &ldquo;Unless you
will, here I go.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;I promise, Ellen!&rdquo; she cried, catching my dress. &ldquo;Oh, put
them in the fire, do, do!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"But when I proceeded to open a place with the poker the sacrifice was too
painful to be borne. She earnestly supplicated that I would spare her one or
two.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;One or two, Ellen, to keep for Linton&rsquo;s sake!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"I unknotted the handkerchief, and commenced dropping them in from an angle, and
the flame curled up the chimney.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;I will have one, you cruel wretch!&rdquo; she screamed, darting her hand
into the fire, and drawing forth some half-consumed fragments, at the expense
of her fingers.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"&ldquo;Very well&mdash;and I will have some to exhibit to papa!&rdquo; I
answered, shaking back the rest into the bundle, and turning anew to the door.",0.0,0.0
Wuthering Heights,Emily Bronte,XXI,"She emptied her blackened pieces into the flames, and motioned me to finish the
immolation. It was done; I stirred up the ashes, and interred them under a
shovelful of coals; and she mutely, and with a sense of intense injury, retired
to her private apartment. I descended to tell my master that the young
lady&rsquo;s qualm of sickness was almost gone, but I judged it best for her to
lie down a while. She wouldn&rsquo;t dine; but she reappeared at tea, pale, and
red about the eyes, and marvellously subdued in outward aspect. Next morning I
answered the letter by a slip of paper, inscribed, &ldquo;Master Heathcliff is
requested to send no more notes to Miss Linton, as she will not receive
them.&rdquo; And, henceforth, the little boy came with vacant pockets.",1.0,0.0
Wuthering Heights,Emily Bronte,XXII,"Summer drew to an end, and early autumn: it was past Michaelmas, but the
harvest was late that year, and a few of our fields were still uncleared. Mr.
Linton and his daughter would frequently walk out among the reapers; at the
carrying of the last sheaves they stayed till dusk, and the evening happening
to be chill and damp, my master caught a bad cold, that settled obstinately on
his lungs, and confined him indoors throughout the whole of the winter, nearly
without intermission.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"Poor Cathy, frightened from her little romance, had been considerably sadder
and duller since its abandonment; and her father insisted on her reading less,
and taking more exercise. She had his companionship no longer; I esteemed it a
duty to supply its lack, as much as possible, with mine: an inefficient
substitute; for I could only spare two or three hours, from my numerous diurnal
occupations, to follow her footsteps, and then my society was obviously less
desirable than his.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"On an afternoon in October, or the beginning of November&mdash;a fresh watery
afternoon, when the turf and paths were rustling with moist, withered leaves,
and the cold blue sky was half hidden by clouds&mdash;dark grey streamers,
rapidly mounting from the west, and boding abundant rain&mdash;I requested my
young lady to forego her ramble, because I was certain of showers. She refused;
and I unwillingly donned a cloak, and took my umbrella to accompany her on a
stroll to the bottom of the park: a formal walk which she generally affected if
low-spirited&mdash;and that she invariably was when Mr. Edgar had been worse
than ordinary, a thing never known from his confession, but guessed both by her
and me from his increased silence and the melancholy of his countenance. She
went sadly on: there was no running or bounding now, though the chill wind
might well have tempted her to race. And often, from the side of my eye, I
could detect her raising a hand, and brushing something off her cheek. I gazed
round for a means of diverting her thoughts. On one side of the road rose a
high, rough bank, where hazels and stunted oaks, with their roots half exposed,
held uncertain tenure: the soil was too loose for the latter; and strong winds
had blown some nearly horizontal. In summer Miss Catherine delighted to climb
along these trunks, and sit in the branches, swinging twenty feet above the
ground; and I, pleased with her agility and her light, childish heart, still
considered it proper to scold every time I caught her at such an elevation, but
so that she knew there was no necessity for descending. From dinner to tea she
would lie in her breeze-rocked cradle, doing nothing except singing old
songs&mdash;my nursery lore&mdash;to herself, or watching the birds, joint
tenants, feed and entice their young ones to fly: or nestling with closed lids,
half thinking, half dreaming, happier than words can express.",1.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Look, Miss!&rdquo; I exclaimed, pointing to a nook under the roots of
one twisted tree. &ldquo;Winter is not here yet. There&rsquo;s a little flower
up yonder, the last bud from the multitude of bluebells that clouded those turf
steps in July with a lilac mist. Will you clamber up, and pluck it to show to
papa?&rdquo; Cathy stared a long time at the lonely blossom trembling in its
earthy shelter, and replied, at length&mdash;&ldquo;No, I&rsquo;ll not touch
it: but it looks melancholy, does it not, Ellen?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Yes,&rdquo; I observed, &ldquo;about as starved and suckless as you:
your cheeks are bloodless; let us take hold of hands and run. You&rsquo;re so
low, I daresay I shall keep up with you.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;No,&rdquo; she repeated, and continued sauntering on, pausing at
intervals to muse over a bit of moss, or a tuft of blanched grass, or a fungus
spreading its bright orange among the heaps of brown foliage; and, ever and
anon, her hand was lifted to her averted face.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Catherine, why are you crying, love?&rdquo; I asked, approaching and
putting my arm over her shoulder. &ldquo;You mustn&rsquo;t cry because papa has
a cold; be thankful it is nothing worse.&rdquo;",0.0,1.0
Wuthering Heights,Emily Bronte,XXII,She now put no further restraint on her tears; her breath was stifled by sobs.,0.0,1.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Oh, it will be something worse,&rdquo; she said. &ldquo;And what shall I
do when papa and you leave me, and I am by myself? I can&rsquo;t forget your
words, Ellen; they are always in my ear. How life will be changed, how dreary
the world will be, when papa and you are dead.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;None can tell whether you won&rsquo;t die before us,&rdquo; I replied.
&ldquo;It&rsquo;s wrong to anticipate evil. We&rsquo;ll hope there are years
and years to come before any of us go: master is young, and I am strong, and
hardly forty-five. My mother lived till eighty, a canty dame to the last. And
suppose Mr. Linton were spared till he saw sixty, that would be more years than
you have counted, Miss. And would it not be foolish to mourn a calamity above
twenty years beforehand?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;But Aunt Isabella was younger than papa,&rdquo; she remarked, gazing up
with timid hope to seek further consolation.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Aunt Isabella had not you and me to nurse her,&rdquo; I replied.
&ldquo;She wasn&rsquo;t as happy as Master: she hadn&rsquo;t as much to live
for. All you need do, is to wait well on your father, and cheer him by letting
him see you cheerful; and avoid giving him anxiety on any subject: mind that,
Cathy! I&rsquo;ll not disguise but you might kill him if you were wild and
reckless, and cherished a foolish, fanciful affection for the son of a person
who would be glad to have him in his grave; and allowed him to discover that
you fretted over the separation he has judged it expedient to make.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;I fret about nothing on earth except papa&rsquo;s illness,&rdquo;
answered my companion. &ldquo;I care for nothing in comparison with papa. And
I&rsquo;ll never&mdash;never&mdash;oh, never, while I have my senses, do an act
or say a word to vex him. I love him better than myself, Ellen; and I know it
by this: I pray every night that I may live after him; because I would rather
be miserable than that he should be: that proves I love him better than
myself.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Good words,&rdquo; I replied. &ldquo;But deeds must prove it also; and
after he is well, remember you don&rsquo;t forget resolutions formed in the
hour of fear.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"As we talked, we neared a door that opened on the road; and my young lady,
lightening into sunshine again, climbed up and seated herself on the top of the
wall, reaching over to gather some hips that bloomed scarlet on the summit
branches of the wild-rose trees shadowing the highway side: the lower fruit had
disappeared, but only birds could touch the upper, except from Cathy&rsquo;s
present station. In stretching to pull them, her hat fell off; and as the door
was locked, she proposed scrambling down to recover it. I bid her be cautious
lest she got a fall, and she nimbly disappeared. But the return was no such
easy matter: the stones were smooth and neatly cemented, and the rose-bushes
and black-berry stragglers could yield no assistance in re-ascending. I, like a
fool, didn&rsquo;t recollect that, till I heard her laughing and
exclaiming&mdash;&ldquo;Ellen! you&rsquo;ll have to fetch the key, or else I
must run round to the porter&rsquo;s lodge. I can&rsquo;t scale the ramparts on
this side!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Stay where you are,&rdquo; I answered; &ldquo;I have my bundle of keys
in my pocket: perhaps I may manage to open it; if not, I&rsquo;ll go.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"Catherine amused herself with dancing to and fro before the door, while I tried
all the large keys in succession. I had applied the last, and found that none
would do; so, repeating my desire that she would remain there, I was about to
hurry home as fast as I could, when an approaching sound arrested me. It was
the trot of a horse; Cathy&rsquo;s dance stopped also.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,&ldquo;Who is that?&rdquo; I whispered.,0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Ellen, I wish you could open the door,&rdquo; whispered back my
companion, anxiously.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Ho, Miss Linton!&rdquo; cried a deep voice (the rider&rsquo;s),
&ldquo;I&rsquo;m glad to meet you. Don&rsquo;t be in haste to enter, for I have
an explanation to ask and obtain.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;I sha&rsquo;n&rsquo;t speak to you, Mr. Heathcliff,&rdquo; answered
Catherine. &ldquo;Papa says you are a wicked man, and you hate both him and me;
and Ellen says the same.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;That is nothing to the purpose,&rdquo; said Heathcliff. (He it was.)
&ldquo;I don&rsquo;t hate my son, I suppose; and it is concerning him that I
demand your attention. Yes; you have cause to blush. Two or three months since,
were you not in the habit of writing to Linton? making love in play, eh? You
deserved, both of you, flogging for that! You especially, the elder; and less
sensitive, as it turns out. I&rsquo;ve got your letters, and if you give me any
pertness I&rsquo;ll send them to your father. I presume you grew weary of the
amusement and dropped it, didn&rsquo;t you? Well, you dropped Linton with it
into a Slough of Despond. He was in earnest: in love, really. As true as I
live, he&rsquo;s dying for you; breaking his heart at your fickleness: not
figuratively, but actually. Though Hareton has made him a standing jest for six
weeks, and I have used more serious measures, and attempted to frighten him out
of his idiocy, he gets worse daily; and he&rsquo;ll be under the sod before
summer, unless you restore him!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;How can you lie so glaringly to the poor child?&rdquo; I called from the
inside. &ldquo;Pray ride on! How can you deliberately get up such paltry
falsehoods? Miss Cathy, I&rsquo;ll knock the lock off with a stone: you
won&rsquo;t believe that vile nonsense. You can feel in yourself it is
impossible that a person should die for love of a stranger.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;I was not aware there were eavesdroppers,&rdquo; muttered the detected
villain. &ldquo;Worthy Mrs. Dean, I like you, but I don&rsquo;t like your
double-dealing,&rdquo; he added aloud. &ldquo;How could <i>you</i> lie so
glaringly as to affirm I hated the &lsquo;poor child&rsquo;? and invent bugbear
stories to terrify her from my door-stones? Catherine Linton (the very name
warms me), my bonny lass, I shall be from home all this week; go and see if
have not spoken truth: do, there&rsquo;s a darling! Just imagine your father in
my place, and Linton in yours; then think how you would value your careless
lover if he refused to stir a step to comfort you, when your father himself
entreated him; and don&rsquo;t, from pure stupidity, fall into the same error.
I swear, on my salvation, he&rsquo;s going to his grave, and none but you can
save him!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,The lock gave way and I issued out.,0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;I swear Linton is dying,&rdquo; repeated Heathcliff, looking hard at me.
&ldquo;And grief and disappointment are hastening his death. Nelly, if you
won&rsquo;t let her go, you can walk over yourself. But I shall not return till
this time next week; and I think your master himself would scarcely object to
her visiting her cousin.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;Come in,&rdquo; said I, taking Cathy by the arm and half forcing her to
re-enter; for she lingered, viewing with troubled eyes the features of the
speaker, too stern to express his inward deceit.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"He pushed his horse close, and, bending down, observed&mdash;&ldquo;Miss
Catherine, I&rsquo;ll own to you that I have little patience with Linton; and
Hareton and Joseph have less. I&rsquo;ll own that he&rsquo;s with a harsh set.
He pines for kindness, as well as love; and a kind word from you would be his
best medicine. Don&rsquo;t mind Mrs. Dean&rsquo;s cruel cautions; but be
generous, and contrive to see him. He dreams of you day and night, and cannot
be persuaded that you don&rsquo;t hate him, since you neither write nor
call.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"I closed the door, and rolled a stone to assist the loosened lock in holding
it; and spreading my umbrella, I drew my charge underneath: for the rain began
to drive through the moaning branches of the trees, and warned us to avoid
delay. Our hurry prevented any comment on the encounter with Heathcliff, as we
stretched towards home; but I divined instinctively that Catherine&rsquo;s
heart was clouded now in double darkness. Her features were so sad, they did
not seem hers: she evidently regarded what she had heard as every syllable
true.",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"The master had retired to rest before we came in. Cathy stole to his room to
inquire how he was; he had fallen asleep. She returned, and asked me to sit
with her in the library. We took our tea together; and afterwards she lay down
on the rug, and told me not to talk, for she was weary. I got a book, and
pretended to read. As soon as she supposed me absorbed in my occupation, she
recommenced her silent weeping: it appeared, at present, her favourite
diversion. I suffered her to enjoy it a while; then I expostulated: deriding
and ridiculing all Mr. Heathcliff&rsquo;s assertions about his son, as if I
were certain she would coincide. Alas! I hadn&rsquo;t skill to counteract the
effect his account had produced: it was just what he intended.",1.0,0.0
Wuthering Heights,Emily Bronte,XXII,"&ldquo;You may be right, Ellen,&rdquo; she answered; &ldquo;but I shall never
feel at ease till I know. And I must tell Linton it is not my fault that I
don&rsquo;t write, and convince him that I shall not change.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXII,"What use were anger and protestations against her silly credulity? We parted
that night&mdash;hostile; but next day beheld me on the road to Wuthering
Heights, by the side of my wilful young mistress&rsquo;s pony. I couldn&rsquo;t
bear to witness her sorrow: to see her pale, dejected countenance, and heavy
eyes: and I yielded, in the faint hope that Linton himself might prove, by his
reception of us, how little of the tale was founded on fact.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"The rainy night had ushered in a misty morning&mdash;half frost, half
drizzle&mdash;and temporary brooks crossed our path&mdash;gurgling from the
uplands. My feet were thoroughly wetted; I was cross and low; exactly the
humour suited for making the most of these disagreeable things. We entered the
farm-house by the kitchen way, to ascertain whether Mr. Heathcliff were really
absent: because I put slight faith in his own affirmation.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"Joseph seemed sitting in a sort of elysium alone, beside a roaring fire; a
quart of ale on the table near him, bristling with large pieces of toasted
oat-cake; and his black, short pipe in his mouth. Catherine ran to the hearth
to warm herself. I asked if the master was in? My question remained so long
unanswered, that I thought the old man had grown deaf, and repeated it louder.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Na&mdash;ay!&rdquo; he snarled, or rather screamed through his nose.
&ldquo;Na&mdash;ay! yah muh goa back whear yah coom frough.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Joseph!&rdquo; cried a peevish voice, simultaneously with me, from the
inner room. &ldquo;How often am I to call you? There are only a few red ashes
now. Joseph! come this moment.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"Vigorous puffs, and a resolute stare into the grate, declared he had no ear for
this appeal. The housekeeper and Hareton were invisible; one gone on an errand,
and the other at his work, probably. We knew Linton&rsquo;s tones, and entered.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Oh, I hope you&rsquo;ll die in a garret, starved to death!&rdquo; said
the boy, mistaking our approach for that of his negligent attendant.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,He stopped on observing his error: his cousin flew to him.,0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Is that you, Miss Linton?&rdquo; he said, raising his head from the arm
of the great chair, in which he reclined. &ldquo;No&mdash;don&rsquo;t kiss me:
it takes my breath. Dear me! Papa said you would call,&rdquo; continued he,
after recovering a little from Catherine&rsquo;s embrace; while she stood by
looking very contrite. &ldquo;Will you shut the door, if you please? you left
it open; and those&mdash;those <i>detestable</i> creatures won&rsquo;t bring
coals to the fire. It&rsquo;s so cold!&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"I stirred up the cinders, and fetched a scuttleful myself. The invalid
complained of being covered with ashes; but he had a tiresome cough, and looked
feverish and ill, so I did not rebuke his temper.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Well, Linton,&rdquo; murmured Catherine, when his corrugated brow
relaxed, &ldquo;are you glad to see me? Can I do you any good?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Why didn&rsquo;t you come before?&rdquo; he asked. &ldquo;You should
have come, instead of writing. It tired me dreadfully writing those long
letters. I&rsquo;d far rather have talked to you. Now, I can neither bear to
talk, nor anything else. I wonder where Zillah is! Will you&rdquo; (looking at
me) &ldquo;step into the kitchen and see?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"I had received no thanks for my other service; and being unwilling to run to
and fro at his behest, I replied&mdash;&ldquo;Nobody is out there but
Joseph.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;I want to drink,&rdquo; he exclaimed fretfully, turning away.
&ldquo;Zillah is constantly gadding off to Gimmerton since papa went:
it&rsquo;s miserable! And I&rsquo;m obliged to come down here&mdash;they
resolved never to hear me upstairs.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Is your father attentive to you, Master Heathcliff?&rdquo; I asked,
perceiving Catherine to be checked in her friendly advances.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Attentive? He makes them a little more attentive at least,&rdquo; he
cried. &ldquo;The wretches! Do you know, Miss Linton, that brute Hareton laughs
at me! I hate him! indeed, I hate them all: they are odious beings.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"Cathy began searching for some water; she lighted on a pitcher in the dresser,
filled a tumbler, and brought it. He bid her add a spoonful of wine from a
bottle on the table; and having swallowed a small portion, appeared more
tranquil, and said she was very kind.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;And are you glad to see me?&rdquo; asked she, reiterating her former
question and pleased to detect the faint dawn of a smile.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Yes, I am. It&rsquo;s something new to hear a voice like yours!&rdquo;
he replied. &ldquo;But I have been vexed, because you wouldn&rsquo;t come. And
papa swore it was owing to me: he called me a pitiful, shuffling, worthless
thing; and said you despised me; and if he had been in my place, he would be
more the master of the Grange than your father by this time. But you
don&rsquo;t despise me, do you, Miss&mdash;?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;I wish you would say Catherine, or Cathy,&rdquo; interrupted my young
lady. &ldquo;Despise you? No! Next to papa and Ellen, I love you better than
anybody living. I don&rsquo;t love Mr. Heathcliff, though; and I dare not come
when he returns: will he stay away many days?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Not many,&rdquo; answered Linton; &ldquo;but he goes on to the moors
frequently, since the shooting season commenced; and you might spend an hour or
two with me in his absence. Do say you will. I think I should not be peevish
with you: you&rsquo;d not provoke me, and you&rsquo;d always be ready to help
me, wouldn&rsquo;t you?&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Yes,&rdquo; said Catherine, stroking his long soft hair: &ldquo;if I
could only get papa&rsquo;s consent, I&rsquo;d spend half my time with you.
Pretty Linton! I wish you were my brother.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;And then you would like me as well as your father?&rdquo; observed he,
more cheerfully. &ldquo;But papa says you would love me better than him and all
the world, if you were my wife; so I&rsquo;d rather you were that.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;No, I should never love anybody better than papa,&rdquo; she returned
gravely. &ldquo;And people hate their wives, sometimes; but not their sisters
and brothers: and if you were the latter, you would live with us, and papa
would be as fond of you as he is of me.&rdquo;",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"Linton denied that people ever hated their wives; but Cathy affirmed they did,
and, in her wisdom, instanced his own father&rsquo;s aversion to her aunt. I
endeavoured to stop her thoughtless tongue. I couldn&rsquo;t succeed till
everything she knew was out. Master Heathcliff, much irritated, asserted her
relation was false.",0.0,0.0
Wuthering Heights,Emily Bronte,XXIII,"&ldquo;Papa told me; and papa does not tell falsehoods,&rdquo; she answered
pertly.",0.0,0.0
